"name","abbreviated_name","authorized_bidder","company","fax_number","project_id"
CALANCE*,CALAN010,true,CALANCE*,,1167750
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1158096
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1157023
CALANCE*,CALAN010,true,CALANCE*,,1157023
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1167968
CALANCE*,CALAN010,true,CALANCE*,,1167968
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1157023
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1167968
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1156808
CALANCE*,CALAN010,true,CALANCE*,,1156808
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1156808
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1168084
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168084
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1168084
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1156780
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1168103
CALANCE*,CALAN010,true,CALANCE*,,1168103
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1156780
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1156560
YMCA OF METROPOLITAN CHICAGO,YMCAM900,true,YMCA OF METROPOLITAN CHICAGO,"",1156560
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1168119
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1168119
CALANCE*,CALAN010,true,CALANCE*,"",1168119
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1156560
BURNHAM ELECTRIC,BUREL010,true,BURNHAM ELECTRIC,"",1156178
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168119
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1168281
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1168281
CALANCE*,CALAN010,true,CALANCE*,,1168281
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1168281
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168281
SAGER SEALANT CORP *,SAGSE010,true,SAGER SEALANT CORP *,(708) 354-9393,1156178
WR WEIS COMPANY INC,WRWEI010,true,WR WEIS COMPANY INC,,1156178
CALANCE*,CALAN010,true,CALANCE*,,1168377
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1168377
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168377
W R WEIS CO INC,WEIWR010,true,W R WEIS CO INC,(312) 949-1127,1156178
WILKIN INSULATION CO,WILIN020,true,WILKIN INSULATION CO,(847) 439-0807,1156178
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1156178
THE MONTAUK CO,MONCO900,true,THE MONTAUK CO,"",1154950
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168379
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1154950
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1168380
CHICAGO FIRE ESCAPE INC,CHIFI005,true,CHICAGO FIRE ESCAPE INC,"",1154950
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1154451
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168380
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1154445
BALTAZAR MARTINEZ JR,MARBA010,true,BALTAZAR MARTINEZ JR,"",1168381
KLEIN & HOFFMAN INC,KLEHO010,true,KLEIN & HOFFMAN INC,"",1168381
GREAT LAKES ACADEMY CHARTER SCHOOL,GRELA905,true,GREAT LAKES ACADEMY CHARTER SCHOOL,(773) 530-3039,1168381
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1168381
CALANCE*,CALAN010,true,CALANCE*,"",1168381
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1168381
"1100 WEST FULTON LLC","110WF900",true,"1100 WEST FULTON LLC","",1154445
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1168835
CALANCE*,CALAN010,true,CALANCE*,"",1154445
CALANCE*,CALAN010,true,CALANCE*,,1168835
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1168835
HARTSHORNE PLUNKARD LTD,HARPL008,true,HARTSHORNE PLUNKARD LTD,(312) 226-1316,1154445
AMTRAK,AMTRA900,true,AMTRAK,"",1151925
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1151917
GILCO SCAFFOLDING CO LLC,GILSC010,true,GILCO SCAFFOLDING CO LLC,(847) 298-1797,1168841
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1151917
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1151917
CALANCE*,CALAN010,true,CALANCE*,"",1168841
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1151905
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168841
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1168844
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1168844
CALANCE*,CALAN010,true,CALANCE*,,1168844
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1151905
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168844
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1151905
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1168849
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1151892
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1168849
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168849
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1151892
CALANCE*,CALAN010,true,CALANCE*,,1151892
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1151892
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1168854
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168854
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1151892
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1151752
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1151752
CALANCE*,CALAN010,true,CALANCE*,,1168856
CALANCE*,CALAN010,true,CALANCE*,,1151752
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1151752
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1151752
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1168903
CALANCE*,CALAN010,true,CALANCE*,,1168903
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1151739
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1151739
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1151739
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1151711
TERRY PLUMBING CO *,TERPL010,true,TERRY PLUMBING CO *,(312) 829-6211,1168908
KELLERMEYER GODFRYT HART,KELGO010,true,KELLERMEYER GODFRYT HART,(847) 692-0037,1168908
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1151700
K & E PAINTING & DECORATING INC *,KEPAI010,true,K & E PAINTING & DECORATING INC *,(847) 437-9930,1168908
JONES & CLEARY ROOFING CO INC *,JONCL008,true,JONES & CLEARY ROOFING CO INC *,(773) 288-2955,1168908
CALANCE*,CALAN010,true,CALANCE*,,1151700
FIRST SERVICE RESIDENTIAL,FIRRE900,true,FIRST SERVICE RESIDENTIAL,"",1168908
SAFWAY ATLANTIC LLC **,SAFSE030,true,SAFWAY ATLANTIC LLC **,(630) 833-5845,1168908
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1168908
CALANCE*,CALAN010,true,CALANCE*,"",1168908
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1168908
"616 FULTON LOFTS CONDOMINIUM ASSOCIATION","616FU900",true,"616 FULTON LOFTS CONDOMINIUM ASSOCIATION",,1168908
"200 NORTH DEARBORN CONDOMINIUM ASSOCIATION","200ND900",true,"200 NORTH DEARBORN CONDOMINIUM ASSOCIATION",,1168908
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168908
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1151700
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1151700
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1151687
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1168923
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168923
CALANCE*,CALAN010,true,CALANCE*,"",1151687
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1151687
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1151643
CALANCE*,CALAN010,true,CALANCE*,,1151643
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168942
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1168951
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1151643
CALANCE*,CALAN010,true,CALANCE*,,1168951
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1151634
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1168951
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1151634
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1151634
CALANCE*,CALAN010,true,CALANCE*,,1169116
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169116
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1150779
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1150779
NELSON INDUSTRIAL SERVICES INC,NELIN005,true,NELSON INDUSTRIAL SERVICES INC,(405) 495-4994,1150779
CALANCE*,CALAN010,true,CALANCE*,,1169122
CITY CENTER ASSOCIATES LLC,CITCE910,true,CITY CENTER ASSOCIATES LLC,"",1150779
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1150779
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169125
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169125
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1150739
PLATINUM SPECIALTY SERVICES INC,PLASP018,true,PLATINUM SPECIALTY SERVICES INC,"",1150739
"120 S RIVERSIDE PROPERTY OWNER LLC","120SR900",true,"120 S RIVERSIDE PROPERTY OWNER LLC","",1150739
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169129
CALANCE*,CALAN010,true,CALANCE*,,1150676
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1150676
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169129
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1150676
CALANCE*,CALAN010,true,CALANCE*,,1149913
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1149913
CALANCE*,CALAN010,true,CALANCE*,,1169138
HARPER COLLEGE,HARCO010,true,HARPER COLLEGE,(847) 925-6070,1149913
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169138
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1149913
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169149
CALANCE*,CALAN010,true,CALANCE*,,1169149
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1149879
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169149
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1149879
CHARTER CONSTRUCTION COMPANY,CONCH900,true,CHARTER CONSTRUCTION COMPANY,,1149879
CALANCE*,CALAN010,true,CALANCE*,,1169173
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169173
SENIOR LIFESTYLES CORPORATION,SENLI900,true,SENIOR LIFESTYLES CORPORATION,,1149850
Owner TEST Company,"",true,Owner TEST Company,"",1169175
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1169175
"WISS, JANNEY, ELSTNER ASSOCIATES INC",WISJA010,true,"WISS, JANNEY, ELSTNER ASSOCIATES INC","847-291-9599",1149850
C L COATINGS LLC,CLCOA010,true,C L COATINGS LLC,(815) 464-3062,1169175
PLATINUM SPECIALTY SERVICES INC,PLASC010,true,PLATINUM SPECIALTY SERVICES INC,"",1169175
SAFWAY ATLANTIC LLC **,SAFSE030,true,SAFWAY ATLANTIC LLC **,(630) 833-5845,1169175
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1169175
"1250 N DEARBORN CONDO ASSOC","1250N900",true,"1250 N DEARBORN CONDO ASSOC","",1169175
PLATINUM SPECIALTY SERVICES INC,PLASP018,true,PLATINUM SPECIALTY SERVICES INC,"",1169175
PREFERRED ELECTRICAL CONSTR CORP OF ILL INC *,PREEL005,true,PREFERRED ELECTRICAL CONSTR CORP OF ILL INC *,(630) 893-3887,1149850
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1169175
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169175
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169204
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169204
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1149831
MID-AMERICA ASSET MANAGEMENT INC,MIDAM898,true,MID-AMERICA ASSET MANAGEMENT INC,"",1149831
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169204
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1149831
CHICAGO GOLF CLUB,CHIGO900,true,CHICAGO GOLF CLUB,"",1169209
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1169209
FRANK'S MASONRY INC *,FRAMA010,true,FRANK'S MASONRY INC *,(708) 396-8504,1169209
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1149831
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1149813
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169209
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1149813
ASCHER BROTHERS CO INC *,ASCBR010,true,ASCHER BROTHERS CO INC *,"773- 588-5350",1169212
KELLERMEYER GODFRYT HART,KELGO010,true,KELLERMEYER GODFRYT HART,(847) 692-0037,1169212
CHICAGO FIRE ESCAPE INC,CHIFI005,true,CHICAGO FIRE ESCAPE INC,"",1169212
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1149813
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1149794
CALANCE*,CALAN010,true,CALANCE*,"",1149794
CALANCE*,CALAN010,true,CALANCE*,"",1169212
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1169212
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169212
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169217
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1149794
VALPARAISO UNIVERSITY,VALUN900,true,VALPARAISO UNIVERSITY,"",1169217
CALANCE*,CALAN010,true,CALANCE*,,1169217
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169217
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169217
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169220
CALANCE*,CALAN010,true,CALANCE*,,1149704
VALPARAISO UNIVERSITY,VALUN900,true,VALPARAISO UNIVERSITY,"",1169220
CALANCE*,CALAN010,true,CALANCE*,,1169220
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1149605
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169220
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169225
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169225
THE HARLEM IRVING CO'S,HARIR900,true,THE HARLEM IRVING CO'S,,1149605
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1149605
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1149605
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1147314
KLEIN & HOFFMAN INC,KLEHO010,true,KLEIN & HOFFMAN INC,"",1169234
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1147314
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1146707
CALANCE*,CALAN010,true,CALANCE*,"",1169234
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1169234
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169234
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169248
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1146707
CALANCE*,CALAN010,true,CALANCE*,,1169248
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169248
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169248
MARTIN PETERSEN CO INC *,PETMA010,true,MARTIN PETERSEN CO INC *,(262) 658-1048,1146707
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169254
ASCHER BROTHERS CO INC *,ASCBR010,true,ASCHER BROTHERS CO INC *,"773- 588-5350",1146707
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1146707
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169254
CALANCE*,CALAN010,true,CALANCE*,,1144737
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169260
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1144737
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1144016
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169260
LOYOLA UNIVERSITY CHICAGO,LOYUN900,true,LOYOLA UNIVERSITY CHICAGO,"",1143693
CALANCE*,CALAN010,true,CALANCE*,"",1143693
LOYOLA UNIVERSITY CHICAGO,LOYUN010,true,LOYOLA UNIVERSITY CHICAGO,"",1143693
CALANCE*,CALAN010,true,CALANCE*,,1140107
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169267
TRICO MECHANICAL INC,TRIME010,true,TRICO MECHANICAL INC,,1139423
BREEZY HILL LANDSCAPING INC,BREHI015,true,BREEZY HILL LANDSCAPING INC,,1139423
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1169276
"CURTAIN WALL DESIGN & CONSULTING, INC",CURWA900,true,"CURTAIN WALL DESIGN & CONSULTING, INC",(312) 251-7101,1169276
CALANCE*,CALAN010,true,CALANCE*,"",1169276
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1169276
CBRE INC,CBRIN900,true,CBRE INC,,1139423
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169278
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169278
CALANCE*,CALAN010,true,CALANCE*,,1169278
ANNING-JOHNSON CO,ANNJO008,true,ANNING-JOHNSON CO,,1139423
ORION ELECTRIC & MAINTENANCE CO LLC,ORIEL010,true,ORION ELECTRIC & MAINTENANCE CO LLC,"",1139423
ARIZON CORPORATION COMMISSION,ARICO010,true,ARIZON CORPORATION COMMISSION,"",1139423
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169301
JOHNSON HEATER CORP,JOHHE010,true,JOHNSON HEATER CORP,"",1139423
MICELI DRAPERY CO,MICDR010,true,MICELI DRAPERY CO,(815) 923-3506,1139423
#5 BOLLINGS INC,#5BOL900,true,#5 BOLLINGS INC,"",1139423
THYSSEN KRUPP ELEVATOR CORP,THYKR010,true,THYSSEN KRUPP ELEVATOR CORP,(513) 719-5001,1139423
PRO-BEL USA INC,PROBE015,true,PRO-BEL USA INC,"905-427-2545",1139423
OLSSON ROOFING CO INC,OLSRO010,true,OLSSON ROOFING CO INC,"",1139423
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169310
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169310
KETCHMARK & ASSOCIATES INC,KETAS010,true,KETCHMARK & ASSOCIATES INC,"630-850-7042",1139423
HOLABIRD & ROOT,HOLRO900,true,HOLABIRD & ROOT,"",1139423
PRO-BEL ENTERPRISES LTD,PROBE010,true,PRO-BEL ENTERPRISES LTD,"905-427-2545",1139423
ARTLOW SYSTEMS *,ARTSY010,true,ARTLOW SYSTEMS *,(630) 653-8171,1139423
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169315
MPZ MASONRY & CONSTRUCTION INC,MPZMA010,true,MPZ MASONRY & CONSTRUCTION INC,"",1139423
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169337
CALANCE*,CALAN010,true,CALANCE*,,1169337
CEMCON LTD,CEMLT010,true,CEMCON LTD,"",1139423
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169337
DTI OF ILLINOIS INC *,DTIOF010,true,DTI OF ILLINOIS INC *,(630) 978-0008,1139423
ANAGNOS DOOR COMPANY LLC*,ANADO010,true,ANAGNOS DOOR COMPANY LLC*,(708) 728-9026,1139423
CALANCE*,CALAN010,true,CALANCE*,,1169365
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169365
CALDWELL PLUMBING CO INC *,CALPL010,true,CALDWELL PLUMBING CO INC *,(630) 588-8953,1139423
SUPERIOR LABOR SOLUTIONS *,SUPLA010,true,SUPERIOR LABOR SOLUTIONS *,(630) 582-9805,1139423
FIVE STAR DECORATING INC,FIVST005,true,FIVE STAR DECORATING INC,(630) 458-4499,1139423
BREEZY HILL NURSERY INC,BREHI010,true,BREEZY HILL NURSERY INC,(262) 537-3434,1139423
THATCHER FOUNDATIONS INC,THAFO010,true,THATCHER FOUNDATIONS INC,(773) 721-1011,1139423
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169368
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1169377
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169377
VIBRA-TECH,VIBTE010,true,VIBRA-TECH,"",1139423
CARROLL SEATING CO,CARSE010,true,CARROLL SEATING CO,(847) 434-0910,1139423
GATEWAY GLAZING INC,GATGL010,true,GATEWAY GLAZING INC,(630) 587-4422,1139423
F E MORAN INC FIRE PROTECTION OF NORTHERN ILLINOIS,MORFE010,true,F E MORAN INC FIRE PROTECTION OF NORTHERN ILLINOIS,(847) 498-9084,1139423
NAPERVILLE EXCAVATING,NAPEX010,true,NAPERVILLE EXCAVATING,(630) 365-6906,1139423
CALANCE*,CALAN010,true,CALANCE*,,1169381
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169381
DUKANE PRECAST INC,DUKPR010,true,DUKANE PRECAST INC,(630) 355-0441,1139423
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1139423
INTEGRATED SPECIALTY CONTRACTORS,INTSP005,true,INTEGRATED SPECIALTY CONTRACTORS,"",1139423
CALANCE*,CALAN010,true,CALANCE*,,1169383
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1139163
UNIVERSITY OF ILLINOIS,UNIIL030,true,UNIVERSITY OF ILLINOIS,"",1139163
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1136614
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1169385
CALANCE*,CALAN010,true,CALANCE*,,1169385
ROSCOE VILLAGE LOFTS CONDO ASSOCIATION,ROSVI900,true,ROSCOE VILLAGE LOFTS CONDO ASSOCIATION,"",1136614
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1169385
POTTERS LACUNATO CONRETE CONSTRUCTION INC *,POTLA010,true,POTTERS LACUNATO CONRETE CONSTRUCTION INC *,"",1136614
POTTER IACUNATO CONCRETE CONSTR INC *,IACCO010,true,POTTER IACUNATO CONCRETE CONSTR INC *,"",1136614
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1136614
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1169791
PROPERTY SOLUTIONS CHICAGO INC,PROSO010,true,PROPERTY SOLUTIONS CHICAGO INC,"",1136614
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1169829
