"project_id","name","display_name","project_number","office_name","project_type_name","description","estimated_start_date","estimated_completion_date","project_start_date","projected_finish_date","last_wokring_update"
1167210,"St. Chrysostom's (2020 Phase 3 - Courtyard, South, West)","4200011 - St. Chrysostom's (2020 Phase 3 - Courtyard, South, West)","4200011","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,Masonry repairs,2020-05-07,2020-08-14,2020-05-07,2020-08-14,2024-03-19
1167215,"2314 N. Lincoln Park West","4200012 - 2314 N. Lincoln Park West","4200012","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-20,,2024-08-06
1167223,Lathrop Homes,"4200013 - Lathrop Homes","4200013","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-20,,2024-08-06
1167230,IIT Research Tower,"4200014 - IIT Research Tower","4200014","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-20,,2024-08-06
1167234,School District U-46,"4200015 - School District U-46","4200015","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-20,,2024-08-06
1167253,"1301 N. Astor (budget)","4200016 - 1301 N. Astor (budget)","4200016","Bulley & Andrews Masonry Restoration, LLC",Office,,,,2020-02-20,,2024-08-06
1167260,"2nd Presbyterian (St. Paul Window)","4200017 - 2nd Presbyterian (St. Paul Window)","4200017","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,2020-01-01,2020-12-31,2020-01-01,2020-12-31,2024-03-19
1167265,Paul G Stewart Center 400 E 41st St,"4200018 - Paul G Stewart Center 400 E 41st St","4200018","Bulley & Andrews Masonry Restoration, LLC",Community Center,,2023-07-01,2023-07-02,2023-07-01,2023-07-02,2024-03-19
1167266,NSUHS ICC - Arlington Heights,"1200177 - NSUHS ICC - Arlington Heights","1200177","Bulley & Andrews, LLC",Medical Office Building,Construction of a new Immediate Care Clinic for NorthShore University Health System,2020-03-25,2020-06-08,2020-03-25,2020-06-08,2024-03-19
1167276,"First United Methodist Greensburg, IN","4200019 - First United Methodist Greensburg, IN","4200019","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,,,2020-02-20,,2024-08-06
1167286,NSUHS ICC - Andersonville,"1200179 - NSUHS ICC - Andersonville","1200179","Bulley & Andrews, LLC",Medical Office Building,Construction of a new Immediate Care Clinic for NorthShore University Health System,2020-03-30,2020-07-12,2020-03-30,2020-07-12,2024-03-19
1167296,NSUHS ICC & ORTHO - Bucktown,"1200180 - NSUHS ICC & ORTHO - Bucktown","1200180","Bulley & Andrews, LLC",Medical Office Building,Construction of a new Immediate Care Clinic & Ortho Clinic for NorthShore University Health System,2020-03-30,2020-07-20,2020-03-30,2020-07-20,2024-03-19
1167458,Test Project Part 3,"12345 - Test Project Part 3","12345","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-02-01,2020-04-30,2020-02-01,2020-04-30,2024-03-19
1167580,LU Lewis Towers (terra cotta repairs),"4200020 - LU Lewis Towers (terra cotta repairs)","4200020","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-20,,2024-08-06
1167583,"711 S Dearborn St","4200021 - 711 S Dearborn St","4200021","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-20,,2024-08-06
1167592,"260 E Chestnut","4200024 - 260 E Chestnut","4200024","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-20,,2024-03-19
1167619,"106th St Bridge Houses","4200025 - 106th St Bridge Houses","4200025","Bulley & Andrews Masonry Restoration, LLC",Municipal,,,,2020-02-20,,2024-08-06
1167655,UIC NMRL,"4200028 - UIC NMRL","4200028","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-20,,2024-08-06
1167662,Kankakee Community College,"4200029 - Kankakee Community College","4200029","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-20,,2024-08-06
1167667,Noble Network of Charter Schools - Golder College Prep,"4200034 - Noble Network of Charter Schools - Golder College Prep","4200034","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-20,,2024-03-19
1167698,"55 W Monroe","4200035 - 55 W Monroe","4200035","Bulley & Andrews Masonry Restoration, LLC",Office,,,,2020-02-20,,2024-08-06
1167704,"21 E Bellevue","4200036 - 21 E Bellevue","4200036","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,,,2020-02-20,,2024-08-06
1167732,Resurrection Lutheran Wrigleyville,"4200038 - Resurrection Lutheran Wrigleyville","4200038","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,,,2020-02-20,,2024-08-06
1167739,Oak Park SD97,"4200039 - Oak Park SD97","4200039","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-20,,2024-08-06
1167750,St Mary's Church (Indy),"4200042 - St Mary's Church (Indy)","4200042","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,,,2020-02-20,,2024-08-06
1167968,Residences of Village Centre Condos,"4200044 - Residences of Village Centre Condos","4200044","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-20,,2024-08-06
1168084,"201 W. Madison Street-Parking Garage Repairs","5200057 - 201 W. Madison Street-Parking Garage Repairs","5200057","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-02-20,,2024-08-06
1168103,"284 Lies Road East","5200059 - 284 Lies Road East","5200059","Bulley & Andrews Concrete Restoration, LLC",Commercial,,,,2020-02-20,,2024-08-06
1168119,"401 N Wabash","4200115 - 401 N Wabash","4200115","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-02-20,,2024-03-19
1168281,Soho House,"4200045 - Soho House","4200045","Bulley & Andrews Masonry Restoration, LLC",Clubs,,,,2020-02-20,,2024-08-06
1168377,Capital One Cafe Detroit,"4200048 - Capital One Cafe Detroit","4200048","Bulley & Andrews Masonry Restoration, LLC",Financial,,,,2020-02-21,,2024-08-06
1168379,Huntley Community School,"4200049 - Huntley Community School","4200049","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-21,,2024-08-06
1168380,"162 E Ohio","4200050 - 162 E Ohio","4200050","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,,,2020-02-21,,2024-08-06
1168381,Great Lakes Academy,"4200051 - Great Lakes Academy","4200051","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-21,,2024-03-19
1168835,"3950 N Laske Shore Drive","4200052 - 3950 N Laske Shore Drive","4200052","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1168841,"104 S Michigan","4200053 - 104 S Michigan","4200053","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2020-01-01,2020-12-31,2020-01-01,2020-12-31,2024-03-19
1168844,"1 E Schiller","4200055 - 1 E Schiller","4200055","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2020-01-01,2020-12-31,2020-01-01,2020-12-31,2024-08-06
1168849,RCC Squash Court,"4200056 - RCC Squash Court","4200056","Bulley & Andrews Masonry Restoration, LLC",Clubs,,,,2020-02-21,,2024-08-06
1168854,"5136 S Blackstone","4200057 - 5136 S Blackstone","4200057","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-02-21,,2024-08-06
1168856,Dwight Lofts,"4200059 - Dwight Lofts","4200059","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1168903,"3150 N Lake Shore Drive","4200060 - 3150 N Lake Shore Drive","4200060","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1168908,"200 N Dearborn (Pedway)","4200062 - 200 N Dearborn (Pedway)","4200062","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2020-05-11,2020-05-11,2020-05-11,2020-05-11,2024-03-19
1168923,Lincoln Yards Marketing Center,"4200063 - Lincoln Yards Marketing Center","4200063","Bulley & Andrews Masonry Restoration, LLC",Office,,,,2020-02-21,,2024-08-06
1168942,"20 E Cedar","4200064 - 20 E Cedar","4200064","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1168951,UIC Lecture Hall Elevator,"4200066 - UIC Lecture Hall Elevator","4200066","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-21,,2024-08-06
1169116,Noble - Noble Street College Prep,"4200067 - Noble - Noble Street College Prep","4200067","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-21,,2024-08-06
1169122,Noble - Hansberry College Prep,"4200068 - Noble - Hansberry College Prep","4200068","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-21,,2024-08-06
1169125,UIC Soccer Field,"4200069 - UIC Soccer Field","4200069","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-21,,2024-08-06
1169129,Salud Center,"4200070 - Salud Center","4200070","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1169138,"11221 S. Michigan","4200071 - 11221 S. Michigan","4200071","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1169149,"202 & 220 S State St","4200074 - 202 & 220 S State St","4200074","Bulley & Andrews Masonry Restoration, LLC",Municipal,,,,2020-02-21,,2024-08-06
1169173,"4000 W Diversey","4200075 - 4000 W Diversey","4200075","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1169175,"1250 N Dearborn","4200077 - 1250 N Dearborn","4200077","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-03-19
1169204,not used,"4200079 - not used","4200079","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,2020-05-07,2020-05-07,2020-05-07,2020-05-07,2024-08-06
1169209,Chicago Golf Club,"4200080 - Chicago Golf Club","4200080","Bulley & Andrews Masonry Restoration, LLC",Clubs,,2020-09-17,,2020-09-17,,2024-03-19
1169212,"100 N LaSalle","4200081 - 100 N LaSalle","4200081","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2021-04-01,2021-05-14,2019-12-06,2020-09-28,2024-03-19
1169217,VU Alumni Hall (2020),"4200082 - VU Alumni Hall (2020)","4200082","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-21,,2024-08-06
1169220,VU Lebein Hall,"4200083 - VU Lebein Hall","4200083","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-21,,2024-08-06
1169225,"1926 W Harrison","4200084 - 1926 W Harrison","4200084","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-02-21,,2024-08-06
1169234,"1301 N Astor St. (inspection)","4200085 - 1301 N Astor St. (inspection)","4200085","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2020-01-01,2020-12-31,2020-01-01,2020-12-31,2024-03-19
1169248,Sheraton,"4200086 - Sheraton","4200086","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,,,2020-02-21,,2024-08-06
1169254,ESSR Roof and Skylight (Missouri),"4200087 - ESSR Roof and Skylight (Missouri)","4200087","Bulley & Andrews Masonry Restoration, LLC",Municipal,,,,2020-02-21,,2024-08-06
1169260,"850 N Meridian (Indy)","4200088 - 850 N Meridian (Indy)","4200088","Bulley & Andrews Masonry Restoration, LLC",Office,,,,2020-02-21,,2024-08-06
1169267,"6793 S South Chicago","4200089 - 6793 S South Chicago","4200089","Bulley & Andrews Masonry Restoration, LLC",Office,,,,2020-02-21,,2024-08-06
1169276,"161 Chicago Ave East","4200090 - 161 Chicago Ave East","4200090","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2020-01-01,2020-12-31,2020-01-01,2020-12-31,2024-03-19
1169278,Harley Clarke Mansion,"4200091 - Harley Clarke Mansion","4200091","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-02-21,,2024-08-06
1169301,"525 W Van Buren","4200092 - 525 W Van Buren","4200092","Bulley & Andrews Masonry Restoration, LLC",Office,,,,2020-02-21,,2024-08-06
1169310,"322 E Illinois","4200093 - 322 E Illinois","4200093","Bulley & Andrews Masonry Restoration, LLC",Mixed-Use Space,,,,2020-02-21,,2024-08-06
1169315,"30 E Huron","4200094 - 30 E Huron","4200094","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1169337,Northwest Armory,"4200096 - Northwest Armory","4200096","Bulley & Andrews Masonry Restoration, LLC",Municipal,,,,2020-02-21,,2024-08-06
1169365,Advocate Lutheran General Hospital,"4200097 - Advocate Lutheran General Hospital","4200097","Bulley & Andrews Masonry Restoration, LLC",Healthcare,,,,2020-02-21,,2024-08-06
1169368,Tailor Lofts,"4200099 - Tailor Lofts","4200099","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1169377,The Buckingham,"4200100 - The Buckingham","4200100","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-21,,2024-08-06
1169381,"11111 S Saint Lawrence","4200101 - 11111 S Saint Lawrence","4200101","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-02-21,,2024-08-06
1169383,UIC Cobb Hall (scan model),"4200102 - UIC Cobb Hall (scan model)","4200102","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-21,,2024-08-06
1169385,Depaul South,"4200103 - Depaul South","4200103","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-21,,2024-08-06
1169663,test123456,"6669x - test123456","6669x","Bulley & Andrews Masonry Restoration, LLC",Clubs,,,,2020-02-21,,2024-03-19
1169791,Ashley & Ashland Places,"4200112 - Ashley & Ashland Places","4200112","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-02-21,,2024-08-06
1169829,UC Bartlett Hall,"4200116 - UC Bartlett Hall","4200116","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-21,,2024-03-19
1170740,"160 N Wacker","4200117 - 160 N Wacker","4200117","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-02-24,,2024-08-06
1170789,Joffrey Tower,"4200107 - Joffrey Tower","4200107","Bulley & Andrews Masonry Restoration, LLC",Financial,,2021-05-01,2021-09-30,2021-05-01,2021-09-30,2024-03-19
1170871,cthomas,"12345 - cthomas","12345","Bulley & Andrews Masonry Restoration, LLC",Recreational,,,,2020-02-24,,2024-08-06
1170943,CPS - Penn Elementary School,"4200118 - CPS - Penn Elementary School","4200118","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-24,,2024-08-06
1171201,CPS - Reilly Elementary School,"4200119 - CPS - Reilly Elementary School","4200119","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-24,,2024-08-06
1171223,jlabuz,"12345 - jlabuz","12345","Bulley & Andrews Masonry Restoration, LLC",Residential,Facade repairs.,,,2020-02-24,,2024-08-06
1171506,"303 E. Wacker Dr. - Floor Recoat","5200061 - 303 E. Wacker Dr. - Floor Recoat","5200061","Bulley & Andrews Concrete Restoration, LLC",Mixed-Use Space,,,,2020-02-24,,2024-08-06
1171565,"3270 North Lake Shore Drive_Parking Slab Repairs and Maintenance","5200062 - 3270 North Lake Shore Drive_Parking Slab Repairs and Maintenance","5200062","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-02-24,,2024-08-06
1171974,Botanical Garden Stair Reconstruction,"4200120 - Botanical Garden Stair Reconstruction","4200120","Bulley & Andrews Masonry Restoration, LLC",Museum,,,,2020-02-24,,2024-08-06
1172268,St. Joseph County Public Library - Main Library Renovation & Addition,"119142 - St. Joseph County Public Library - Main Library Renovation & Addition","119142","Bulley & Andrews, LLC",Library,"3-story renovation of the existing main library, and 3-story expansion to host a new technology center, community foundation space, courtyard, and auditorium. ",2020-02-25,2021-08-15,2019-07-22,2021-08-15,2024-08-06
1172495,clee,"12345 - clee","12345","Bulley & Andrews Masonry Restoration, LLC",Restaurant,,2020-02-28,2020-10-23,2020-03-30,2020-06-30,2024-08-06
1172514,Oak Park Public Library_Garage Repairs,"5200063 - Oak Park Public Library_Garage Repairs","5200063","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-02-25,,2024-08-06
1172561,cconner,"12345 - cconner","12345","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-25,,2024-08-06
1172626,Jtaylor,"1234 - Jtaylor","1234","Bulley & Andrews Masonry Restoration, LLC",Clubs,,,,2020-02-25,,2024-03-19
1172641,"900 W Fulton Market","4200105 - 900 W Fulton Market","4200105","Bulley & Andrews Masonry Restoration, LLC",Retail,,,,2020-02-25,,2024-08-06
1172647,King Cole,"4200108 - King Cole","4200108","Bulley & Andrews Masonry Restoration, LLC",Mixed-Use Space,,,,2020-02-25,,2024-08-06
1172653,Ingalls Memorial Hospital,"4200110 - Ingalls Memorial Hospital","4200110","Bulley & Andrews Masonry Restoration, LLC",Healthcare,,,,2020-02-25,,2024-08-06
1172658,U of C Concrete Replacement,"4200111 - U of C Concrete Replacement","4200111","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-25,,2024-08-06
1172668,UC Press Journal,"4200114 - UC Press Journal","4200114","Bulley & Andrews Masonry Restoration, LLC",Corporate,,,,2020-02-25,,2024-08-06
1172746,Prudential,"419043 - Prudential","419043","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2022-06-14,2022-06-14,2022-06-14,2022-06-14,2024-03-19
1172861,jtaylor,"12345 - jtaylor","12345","Bulley & Andrews Masonry Restoration, LLC",Clubs,,,,2020-02-25,,2024-08-06
1173078,"3875 City Hall Facade Restoration","4200121 - 3875 City Hall Facade Restoration","4200121","Bulley & Andrews Masonry Restoration, LLC",Municipal,,,,2020-02-25,,2024-08-06
1173229,ryester,"12345 - ryester","12345","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2022-01-01,2022-01-02,2022-01-01,2022-01-02,2024-03-19
1173519,Hyatt Lodge,"4200113 - Hyatt Lodge","4200113","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,2020-07-29,2020-08-26,2020-07-29,2020-08-26,2024-03-19
1173533,"3270 N Lake Shore Drive","4200122 - 3270 N Lake Shore Drive","4200122","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-02-25,,2024-08-06
1173657,CPS - Addams Elementary,"4200123 - CPS - Addams Elementary","4200123","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-25,,2024-08-06
1173809,CPS - Roger Sullivan High School,"4200124 - CPS - Roger Sullivan High School","4200124","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-25,,2024-08-06
1173896,CPS - Charles W. Earle,"4200125 - CPS - Charles W. Earle","4200125","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-25,,2024-08-06
1173938,CPS - Stevenson,"4200126 - CPS - Stevenson","4200126","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-25,,2024-08-06
1174013,University Club of Chicago (lightcourt repair),"4200132 - University Club of Chicago (lightcourt repair)","4200132","Bulley & Andrews Masonry Restoration, LLC",Clubs,,2021-04-05,2021-06-01,2021-04-05,2021-06-01,2024-03-19
1174014,CPS- Henry Clay Elementary,"4200133 - CPS- Henry Clay Elementary","4200133","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-25,,2024-08-06
1174025,CPS - Denver Elementary Childhood Annex,"4200127 - CPS - Denver Elementary Childhood Annex","4200127","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-25,,2024-08-06
1174189,VU Alumni Hall (2021),"4200134 - VU Alumni Hall (2021)","4200134","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-25,,2024-08-06
1174653,"5733 N Sheridan Balcony Repairs","4200135 - 5733 N Sheridan Balcony Repairs","4200135","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-02-26,,2024-08-06
1175015,"1448 N. Lake Shore Dr. (2020 inspection)","4200136 - 1448 N. Lake Shore Dr. (2020 inspection)","4200136","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-06-03,2020-06-26,2020-06-03,2020-06-26,2024-03-19
1175307,CPS - Caldwell Academy,"4200128 - CPS - Caldwell Academy","4200128","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-26,,2024-08-06
1175333,CPS - Durkin Park,"4200129 - CPS - Durkin Park","4200129","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-26,,2024-08-06
1175352,CPS - Christopher ES,"4200130 - CPS - Christopher ES","4200130","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-26,,2024-08-06
1175752,CPS - McKay,"4200131 - CPS - McKay","4200131","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-02-26,,2024-08-06
1176910,Loyola 2020,"4200138 - Loyola 2020","4200138","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-05-22,2020-08-17,2024-08-06
1177114,WNDR Museum,"4200137 - WNDR Museum","4200137","Bulley & Andrews Masonry Restoration, LLC",Museum,,,,2020-02-27,,2024-08-06
1177594,cvins,"12345 - cvins","12345","Bulley & Andrews Masonry Restoration, LLC",Clubs,Sealant Restoration,2020-04-01,2020-12-18,2020-04-01,2020-12-18,2024-08-06
1177765,Epoxy Injection at the Glenbard Wastewater Authority,"5200064 - Epoxy Injection at the Glenbard Wastewater Authority","5200064","Bulley & Andrews Concrete Restoration, LLC",Commercial,,,,2020-02-27,,2024-08-06
1177779,Printers Square Garage & Vault Repairs,"5200065 - Printers Square Garage & Vault Repairs","5200065","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2024-08-06
1177789,"Harper College Wall Life Safety Improvements, Exterior Stairs, Sidewalk & Concrete Maintenance","5200066 - Harper College Wall Life Safety Improvements, Exterior Stairs, Sidewalk & Concrete Maintenance","5200066","Bulley & Andrews Concrete Restoration, LLC",Higher Ed,,,,2020-02-27,,2024-08-06
1178536,Optima Signature Slab Penetrations,"5200077 - Optima Signature Slab Penetrations","5200077","Bulley & Andrews Concrete Restoration, LLC",Multi-Tenant,Coring,,,2020-02-28,,2024-08-06
1178772,test new project,"12345 - test new project","12345","Bulley & Andrews Masonry Restoration, LLC",Financial,,2020-02-28,2020-02-28,2020-03-27,2020-02-28,2024-03-19
1178971,DePaul - College of Education,"4200139 - DePaul - College of Education","4200139","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-02-28,,2024-08-06
1179049,Todd_Test Project,"520_Todd TEST - Todd_Test Project","520_Todd TEST","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,"Todd Test
",2020-04-01,2020-06-01,2020-04-01,2020-06-01,2024-08-06
1180307,Union Station Nashville,"4200140 - Union Station Nashville","4200140","Bulley & Andrews Masonry Restoration, LLC",Hospitality,Exterior building envelope repairs and roof replacement,,,2020-03-02,,2024-08-06
1180870,DePaul School of Music,"419016 - DePaul School of Music","419016","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-03-02,,2024-03-19
1180913,"3150 N. Sheridan","419066 - 3150 N. Sheridan","419066","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-03-02,,2024-03-19
1180921,"1 Bloomingdale Place","4200141 - 1 Bloomingdale Place","4200141","Bulley & Andrews Masonry Restoration, LLC",Healthcare,,,,2020-03-02,,2024-08-06
1180977,"4953 Oakton","419099 - 4953 Oakton","419099","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-02,,2024-03-19
1180985,Kenmore Plaza Apartments,"419091 - Kenmore Plaza Apartments","419091","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-03-02,,2024-03-19
1181486,BCEC Pedestrian Passageway,"5200067 - BCEC Pedestrian Passageway","5200067","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-03-02,,2024-08-06
1181733,"2920 N Commonwealth","4200142 - 2920 N Commonwealth","4200142","Bulley & Andrews Masonry Restoration, LLC",Corporate,,,,2020-03-02,,2024-08-06
1182209,Phase I - Building Renovation & Athletic Field,"119224 - Phase I - Building Renovation & Athletic Field","119224","Bulley & Andrews, LLC",K-12 School,"Interior demolition & build out 85,000 sq. ft. of existing space for a new high school. The scope of work includes a new athletic field, field house, bleachers, press box, & parking.  ",2020-03-02,2020-08-10,2020-03-02,2020-08-10,2024-08-06
1183078,"9212 Stony Island","4200143 - 9212 Stony Island","4200143","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-03-03,,2024-08-06
1183472,"5100 N. River Rd. Parking Garage Repair","5200068 - 5100 N. River Rd. Parking Garage Repair","5200068","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-03-03,,2024-08-06
1183529,"1 N LaSalle","4200145 - 1 N LaSalle","4200145","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-03-03,,2024-03-19
1183532,"1","4200144 - 1","4200144","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-03-12,2020-04-01,2020-03-12,2020-04-01,2024-03-19
1183978,"5733 N Sheridan Road, Balcony Repair","5200069 - 5733 N Sheridan Road, Balcony Repair","5200069","Bulley & Andrews Concrete Restoration, LLC",Residential,Balcony topping slab replacement,,,2020-03-04,,2024-08-06
1185151,CCR Training Project,ccr_test - CCR Training Project,ccr_test,"Bulley & Andrews, LLC",Clubs,,,,2020-03-04,,2024-08-06
1185288,"Harper Court Phase II, PT Modifications","5200070 - Harper Court Phase II, PT Modifications","5200070","Bulley & Andrews Concrete Restoration, LLC",Mixed-Use Space,"Lock-off, de-stress and re-stress miscellaneous PT cable for deck modifications",,,2020-03-04,,2024-08-06
1186315,Saddle & Cycle Club - Ballroom Renovations,"1200155 - Saddle & Cycle Club - Ballroom Renovations","1200155","Bulley & Andrews, LLC",Clubs,"Demo carpet flooring, install subfloor and new wood floor. Also includes minimal painting and millwork. ",2020-03-09,2020-10-07,2020-03-09,2020-10-07,2024-03-19
1186599,Wrigley Building Planter Repairs,"4200144 - Wrigley Building Planter Repairs","4200144","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-05,,2024-08-06
1187142,CV - test project 3.6.20,"12345 - CV - test project 3.6.20","12345","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-03-05,,2024-08-06
1187820,CV - Test Project 3.6.20,"12345 - CV - Test Project 3.6.20","12345","Bulley & Andrews Masonry Restoration, LLC",Healthcare,,,,2020-03-06,,2024-08-06
1187826,JJ Test Project,"1234 - JJ Test Project","1234","Bulley & Andrews, LLC",Historical Restoration,,2024-05-22,2024-05-23,2020-03-02,2020-04-27,2024-08-06
1189866,Institutional Division Training Project,institutional_test - Institutional Division Training Project,institutional_test,"Bulley & Andrews, LLC",Mixed-Use Space,,,,2020-03-09,,2024-08-06
1189873,"1201 West Washington","4200146 - 1201 West Washington","4200146","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,,,2020-03-09,,2024-08-06
1189879,"1000 W Fulton Market","4200147 - 1000 W Fulton Market","4200147","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-09,,2024-08-06
1190813,"1932 N Burling","5200072 - 1932 N Burling","5200072","Bulley & Andrews Concrete Restoration, LLC",Residential,Concrete repairs,,,2020-03-09,,2024-08-06
1190841,Wrigley Building Planters,"5200073 - Wrigley Building Planters","5200073","Bulley & Andrews Concrete Restoration, LLC",Commercial,Concrete planter repairs,,,2020-03-09,,2024-08-06
