"project_id","address","city","state_code","country_code","zip"
1266262,"1201 W. Algonquin Rd.",Palatine,IL,US,"60067"
1266376,"2720 N Greenview Ave",Chicago,IL,US,"60614"
1269255,"601 N Walnut Ave",Freeport,IL,US,"61032"
1269547,"420 W County Line Road",Barrington,IL,US,"60010"
1269660,"2801 S Ridgeway Ave",Chicago,,US,"60623"
1269830,"79 West Monroe Street",Chicago,IL,US,"60603"
1270309,"9 W. Walton",Chicago,IL,US,"60610"
1270423,"120 N. LaSalle",Chicago,IL,US,"60602"
1271289,"1755 West Armitage Avenue",Chicago,IL,US,"60622"
1271319,"7014 E Camelback Road",Scottsdale,AZ,US,"85251"
1271743,"1232 N State St",Chicago,IL,US,"60610"
1272190,"1309 West 95th Street",Chicago,IL,US,"60643"
1272204,"4747-49 N Artesian Ave  & 2421 W Lawrence Ave",Chicago,IL,US,"60625"
1272374,"1000 N Westmoreland Rd",Lake Forest ,IL,US,"60045"
1272687,"49W745 Hinckley Road",Big Rock,IL,US,"60511"
1272736,"33 N LaSalle St",Chicago,IL,US,"60602"
1273211,"1000 W. Loyola Ave.",Chicago,IL,US,"60626"
1274810,"120 North LaSalle",Chicago,IL,US,"60602"
1274971,"123 Forest",Chicago,IL,US,"60622"
1276250,"2500 Ridge Avenue",Evanston ,IL,US,"60201"
1276368,"156 W Superior St",Chicago,IL,US,"60654"
1276400,Roosevelt Road Building,Chicago,IL,US,"60607"
1276551,"1143 S Plymouth Ct",Chicago,IL,US,"60605"
1276967,"50 W. Washington St.",Chicago,IL,US,"60602"
1277006,"2111 Midwest Rd.",Oak Brook,,US,"60523"
1277849,"2815 Jorie Blvd.",Oak Brook,IL,US,"60523"
1278085,"6340 Americana Drive",Willowbrook,IL,US,"60527"
1278265,"6601 N Ridge Blvd.",Chicago,IL,US,"60622"
1279099,"1185 Sheridan Road",Glencoe,IL,US,"60022"
1280298,"1 N Meridian",Indianapolis,IN,US,"46204"
1280319,"1924 N Paulina",Chicago,IL,US,"60622"
1281108,"222 NE Monroe Street",Peoria,IL,US,"61602"
1281224,"536 S. Clark St.",Chicago,IL,US,"60605"
1281329,"1032 W Sheridan Rd",Chicago,IL,US,"60660"
1281823,"10 S Dearborn Street",Chicago,IL,US,"60603"
1282244,"1755 W ARMITAGE AVE",CHICAGO,IL,US,"60622"
1282764,"199 E Lake Shore Drive",Chicago,IL,US,"60611"
1282820,"6340 Americana Drive",Willowbrook,,US,"60527"
1284749,"410 N Michigan Ave.",Chicago,IL,US,"60611"
1284795,"707 West Junior Terrace",Chicago,IL,US,"60613"
1285173,"1843 W Nelson",Chicago,IL,US,"60657"
1285496,"303 East Wacker",Chicago,,US,"60601"
1286304,"1720 S Michigan Ave",Chicago,IL,US,"60616"
1286739,"9 W Walton",Chicago,IL,US,"60610"
1287160,"6033 N Sheridan Rd",Chicago,IL,US,"60660"
1288520,"300 W. Burlington Ave",La Grange,IL,US,"60525"
